incident_id,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,attack_vector_primary,attack_vector_secondary,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_type,confidence_tier,incident_year,incident_month,incident_dow,days_to_discovery,days_to_disclosure,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,price_7d_before,price_disclosure_day,volume_avg_30d_baseline,sector_index,sector_return_same_period,earnings_announcement_within_7d,market_cap_at_disclosure,pre_incident_volatility_30d,severity_label
2023-1215-001,456557938.71,CA,31-33,,1615,True,phishing,,probable,67207.0,credentials,"email,CRM",,company_pr,2,2023,12,4,30,35,2797163.64,calculated,,,,2505125.39,284846.32,,1103029.59,,,,,,,,,low
2021-0224-001,937253476.98,US,51,,2650,True,trojan,apt,unknown,19166.0,IP,"customer_database,manufacturing_OT,payment_systems,file_servers,CRM",,verified_media,3,2021,2,2,3,54,126529219.39,estimated,,,,75658734.87,13704801.29,209363.7,,9.23,9.42,402817.0,S&P 500 Information Technology,1.013,False,2908116188.19,28.992,critical
2025-0613-001,36252630.85,IT,62,72,210,False,ransomware,,,29360.0,PII,"VPN,manufacturing_OT,payment_systems,website,active_directory",30.73,sec_filing,1,2025,6,4,16,38,1800000.0,disclosed,6358521.25,1802947.22,FBI disclosure,740742.21,558578.36,,953457.52,,,,,,,,,low
2023-0617-001,20113020466.87,IN,92,61,172312,False,phishing,,suspected,204950.0,PII,VPN,,company_pr,2,2023,6,5,30,35,7200000.0,calculated,,,,3849690.4,876813.21,,,,,,,,,,,medium
2022-0113-001,57043090.41,DE,54,,523,False,ransomware,,,32593.0,credentials,"manufacturing_OT,SSO,customer_database",109.6,gdpr_notification,1,2022,1,3,35,15,180000.0,estimated,5656194.83,2555716.8,FBI disclosure,174335.77,56208.65,,,,,,,,,,,low
2025-0704-002,68002071296.92,KR,51,,207422,True,ddos,,probable,,,"CRM,active_directory,backup_systems,file_servers",21.9,verified_media,4,2025,7,4,19,39,351683190.22,disclosed,,,,312387297.64,48968711.4,,157523936.5,594.06,567.94,31312645.0,S&P 500 Information Technology,2.762,False,277720668554.36,21.323,critical
2025-1023-001,293475203.68,MY,44-45,,3902,True,data_breach,,probable,,,"VPN,email,HR_systems,SSO",,verified_media,4,2025,10,3,95,7,6500000.0,calculated,,,,6198261.83,1379495.68,,,6.59,6.54,913524.0,S&P 500 Consumer Discretionary,-13.118,False,1091940296.53,28.981,medium
2024-0325-001,74910997.3,SG,53,,211,True,phishing,,probable,4613.0,credentials,website,,cybersecurity_firm,3,2024,3,0,35,50,319873.38,estimated,,,,156200.45,77241.29,,87484.65,9.17,9.67,54563494.0,S&P 500 Real Estate,-4.811,False,236912332.91,24.208,low
2023-1028-001,1610127531.42,GB,52,62,6399,False,phishing,ransomware,,59878.0,PII,cloud_infrastructure,,company_pr,2,2023,10,5,32,70,10025014.42,disclosed,,,,7575553.36,709068.09,192394.41,,,,,,,,,,high
2021-0904-001,5168249979.23,US,44-45,,34661,True,apt,,unknown,1151.0,mixed,ERP,68.16,company_pr,2,2021,9,5,14,24,29572545.05,disclosed,,,,32234160.55,7375708.99,,18791049.3,30.37,29.93,1310738.0,S&P 500 Consumer Discretionary,-19.392,True,14926664835.49,29.921,critical
2024-1004-001,760011461.36,US,62,52,3539,True,ddos,trojan,,,,"SSO,HR_systems,file_servers,website",,company_pr,2,2024,10,4,90,5,35400000.0,calculated,,,,15631104.11,8131155.4,,,8.44,7.85,3180539.0,S&P 500 Health Care,1.026,False,2382905053.19,18.046,critical
2024-1109-001,18050798790.53,SG,44-45,,123352,True,ransomware,,,41089.0,health,CRM,30.87,cybersecurity_firm,3,2024,11,5,91,49,136945106.32,calculated,2833527.09,,,65633819.91,8942229.5,,,132.22,124.27,2443747.0,S&P 500 Consumer Discretionary,-8.476,False,52873857928.96,34.171,critical
2022-0102-001,20153961059.2,GB,44-45,,219647,True,ddos,,,,,"cloud_infrastructure,customer_database,CRM,active_directory",,verified_media,4,2022,1,6,9,23,13200000.0,estimated,,,,13322271.02,1480238.41,,7683407.79,281.86,286.3,291298.0,S&P 500 Consumer Discretionary,4.548,True,114727595501.67,27.973,high
2021-0428-001,65805358.32,JP,44-45,51,515,False,ransomware,supply_chain,probable,,,"manufacturing_OT,ERP",238.76,verified_media,4,2021,4,2,2,11,16053995.16,disclosed,50000.0,,,17745353.64,2699346.08,,20923554.15,,,,,,,,,high
2023-0821-001,58463184.04,GB,31-33,,409,False,supply_chain,,probable,,,"HR_systems,VPN,active_directory,manufacturing_OT",36.0,verified_media,4,2023,8,0,1,47,6986353.21,disclosed,,,,5896175.96,1213696.53,,4331383.78,,,,,,,,,medium
2022-1030-001,303069576.11,SG,21,71,624,False,malware,phishing,probable,470480.0,financial,payment_systems,1.83,verified_media,3,2022,10,6,65,7,5000000.0,estimated,,,,4338035.28,806899.65,,4630787.63,,,,,,,,,medium
2022-0512-001,55663502187.42,IL,51,,152658,True,ddos,malware,,,,"CRM,active_directory,SSO,SCADA",31.77,sec_filing,1,2022,5,3,2,33,994113434.47,disclosed,,,,683050439.47,119823870.69,,,298.07,272.24,135502.0,S&P 500 Information Technology,-12.406,False,324483623216.14,12.626,critical
2025-0526-001,480467811.64,AT,22,,2145,True,ransomware,,suspected,8869.0,mixed,"VPN,cloud_infrastructure,file_servers,manufacturing_OT",300.26,company_pr,2,2025,5,0,4,34,2267769.11,estimated,14055650.88,9289688.88,court filing,2019592.39,361171.26,,810964.86,15.09,14.76,379593.0,S&P 500 Utilities,27.903,False,2267723848.26,18.336,medium
2024-1230-001,23952647135.95,US,22,,59575,True,ransomware,,probable,46614.0,health,"SCADA,backup_systems,website,active_directory,email",147.82,cybersecurity_firm,3,2024,12,0,11,14,54208997.05,estimated,14874357.14,,,62119456.54,2976237.71,,,259.61,252.32,917790.0,S&P 500 Utilities,-11.138,False,81440391485.72,17.713,critical
2021-0820-001,24704211464.13,IL,51,,53106,True,phishing,supply_chain,probable,13220.0,PII,backup_systems,,verified_media,3,2021,8,4,11,53,1600000.0,calculated,,,,785798.37,171268.97,,,383.47,361.96,2095544.0,S&P 500 Information Technology,22.151,False,137408593107.53,10.974,low
2023-0120-001,517046041.79,US,72,,8675,False,apt,phishing,,3746439.0,mixed,"payment_systems,CRM,backup_systems,active_directory",238.35,cybersecurity_firm,3,2023,1,4,90,70,158449409.6,calculated,,,,58895142.8,41805952.04,,,,,,,,,,,critical
2023-1024-001,606909082.62,CA,52,,2842,False,data_breach,,probable,58445.0,PII,HR_systems,,gdpr_notification,1,2023,10,1,8,31,82129792.67,estimated,,,,85987727.73,4445519.49,301579.53,,,,,,,,,,critical
2024-1214-001,24682839504.01,FR,51,,41179,True,ransomware,,,,,"payment_systems,active_directory,email,backup_systems",50.41,gdpr_notification,1,2024,12,5,12,17,185725548.66,calculated,3120690.27,2087141.79,insurance claim record,98310116.24,14793110.45,,91175225.92,,,,,,,,,critical
2021-0111-001,1024750621.53,US,22,,1835,True,phishing,backdoor,,221745.0,financial,"SCADA,website,HR_systems",,company_pr,2,2021,1,0,12,51,1600000.0,calculated,,,,584549.71,406861.16,,564566.39,13.77,13.03,347698.0,S&P 500 Utilities,12.865,False,3861498370.06,20.707,low
2025-1020-002,1558493823.9,US,72,,19760,True,ransomware,backdoor,probable,2213.0,PII,"file_servers,HR_systems",34.82,sec_filing,1,2025,10,0,2,9,259478.74,disclosed,2282086.18,,,299690.21,85528.27,,,17.38,16.01,815774.0,S&P 500 Consumer Discretionary,16.671,False,4665033101.97,31.008,low
2024-1230-002,621598973.12,US,31-33,,4809,False,phishing,malware,suspected,,,"ERP,file_servers,manufacturing_OT,VPN,backup_systems",,gdpr_notification,1,2024,12,0,31,5,3008299.08,estimated,,,,1119512.01,836433.13,,,,,,,,,,,low
2022-0220-001,2226533006.73,US,51,,7280,True,data_breach,,,,,VPN,,verified_media,4,2022,2,6,18,30,11560609.61,estimated,,,,3888351.48,2085614.62,,,19.21,18.66,310148.0,S&P 500 Information Technology,-8.608,False,12385334562.92,11.591,high
2023-0701-001,2051015499.75,JP,71,,8228,True,apt,,probable,167571.0,PII,"ERP,manufacturing_OT,SSO,CRM,email",105.01,company_pr,2,2023,7,5,60,55,15400000.0,estimated,,,,15407166.49,1149617.44,,,26.73,23.84,703366.0,S&P 500 Communication Services,-5.308,False,13369010921.29,31.923,high
2025-0522-001,280046701.77,IT,62,,2476,True,supply_chain,,,,,"website,backup_systems,SSO",127.23,gdpr_notification,1,2025,5,3,8,14,8000000.0,disclosed,,,,6671887.46,1914096.63,,5846513.84,15.17,14.29,705238.0,S&P 500 Health Care,5.034,False,473583741.16,13.202,high
2024-0107-002,10505074848.13,PT,51,,24844,True,data_breach,,,39780.0,PII,"active_directory,file_servers",,cybersecurity_firm,3,2024,1,6,10,24,30560671.62,disclosed,,,,25724999.21,2883848.49,304331.06,16423900.33,64.15,60.27,664891.0,S&P 500 Information Technology,24.247,False,79964735391.93,16.386,critical
2021-0809-001,34641785401.8,GB,52,,101770,True,phishing,,,,,"SSO,payment_systems,backup_systems,CRM,email",,sec_filing,1,2021,8,0,15,15,553109810.94,estimated,,,,271446756.4,134704735.63,,193039221.35,521.45,479.24,4521537.0,S&P 500 Financials,-7.238,False,247767400573.73,29.703,critical
2024-1213-001,52421076107.85,GB,52,,234687,False,trojan,,suspected,2436.0,health,"backup_systems,payment_systems,SCADA,VPN,website",,verified_media,4,2024,12,4,63,11,15812092.51,estimated,,,,6949426.27,3827662.35,,15841933.74,,,,,,,,,high
2025-0427-001,109967984.28,TW,61,,1005,False,phishing,,,1716827.0,mixed,backup_systems,,gdpr_notification,1,2025,4,6,15,24,800000.0,estimated,,,,345560.83,198620.47,989505.11,625281.44,,,,,,,,,low
2021-1218-001,1015217354.75,IT,52,,3651,True,phishing,,suspected,4750.0,PII,"SSO,manufacturing_OT,payment_systems",,gdpr_notification,1,2021,12,5,91,50,4000000.0,estimated,,,,4131529.51,601809.18,,,8.14,8.1,1696463.0,S&P 500 Financials,23.592,False,4101271805.72,11.745,medium
2023-0308-001,1491327551.03,US,62,,6766,True,data_breach,,unknown,,,"ERP,VPN,SSO,payment_systems,email",,company_pr,1,2023,3,2,32,2,8658249.66,disclosed,,,,9217494.12,2768338.37,,9320051.36,17.07,16.49,3209188.0,S&P 500 Health Care,-221.0,False,3222013704.51,24.112,high
2023-0920-001,47192712620.75,US,52,,132545,True,supply_chain,,,,,HR_systems,249.44,sec_filing,1,2023,9,2,2,5,11200000.0,estimated,,,,8838598.47,3906274.62,,10445057.31,531.2,543.24,1535645.0,S&P 500 Financials,25.016,True,123225445571.27,16.717,high
2025-0707-001,44092046158.74,CO,31-33,,158435,False,apt,,suspected,1531312.0,PII,"VPN,SCADA,email,manufacturing_OT",117.58,company_pr,2,2025,7,0,2,37,15400000.0,estimated,,,,8095690.26,5247083.15,,13014693.78,,,,,,,,,high
2023-0402-001,11344815560.44,SG,44-45,,76078,False,phishing,,suspected,32127098.0,mixed,CRM,,cybersecurity_firm,3,2023,4,6,11,20,28800000.0,estimated,,,,8656967.9,7000267.32,,,,,,,,,,,high
2024-1020-001,4274722396.02,US,31-33,71,20881,True,ransomware,,suspected,,,"customer_database,SCADA,backup_systems,active_directory",,gdpr_notification,1,2024,10,6,92,18,12826805.87,estimated,9823028.54,,,12575260.8,3615889.04,,4462995.37,25.38,24.84,2747488.0,S&P 500 Industrials,-8.199,False,12033051706.99,16.498,high
2023-0926-001,508511208.03,US,92,71,3918,False,ransomware,,,1122923.0,IP,email,18.61,cybersecurity_firm,3,2023,9,1,4,19,9101013.74,calculated,126718.13,,,7295972.64,2947525.81,,12143963.04,,,,,,,,,high
2024-0523-001,851949513.38,GB,11,,4305,True,phishing,,probable,4645726.0,financial,"payment_systems,customer_database,manufacturing_OT,SSO,backup_systems",,verified_media,4,2024,5,3,8,8,3855871.52,estimated,,,,1879774.12,567557.21,,2941761.02,14.39,13.88,291526.0,S&P 500,29.239,True,1977306855.22,28.197,medium
2021-0713-002,21680753652.0,US,51,,37562,False,ransomware,apt,probable,2069087.0,PII,"backup_systems,file_servers",12.72,company_pr,2,2021,7,1,30,36,161961514.52,estimated,31509730.35,,,105800712.97,34791313.15,,63676895.76,,,,,,,,,critical
2023-0329-001,1551319568.58,US,51,,3017,False,supply_chain,,confirmed,,,"HR_systems,file_servers,CRM",,verified_media,4,2023,3,2,185,19,160000.0,disclosed,,,,183633.36,35410.1,,210513.81,,,,,,,,,low
2023-0927-001,1212284055.7,MX,62,,7519,True,data_breach,,,,,"customer_database,email",,verified_media,3,2023,9,2,95,10,7798690.91,estimated,,,,7137654.9,2012030.15,,,,,,,,,,,high
2025-0121-001,2425137971.27,MX,22,62,6169,True,apt,,,122520.0,mixed,"backup_systems,SSO,ERP,email,customer_database",79.2,sec_filing,1,2025,1,1,9,93,623469.94,estimated,,,,445350.99,118437.99,,537731.72,15.88,16.38,153038.0,S&P 500 Utilities,2.662,False,14046864562.44,2.366,low
2025-1023-002,41612340786.18,TW,62,,369057,True,malware,phishing,probable,842421.0,mixed,VPN,,cybersecurity_firm,2,2025,10,3,31,11,64000000.0,estimated,,,,28528542.49,7631490.45,,45025280.45,211.46,202.73,17416258.0,S&P 500 Health Care,23.203,False,229071434062.16,37.239,critical
2023-0805-001,6849378832.11,US,62,,54757,False,phishing,,suspected,,,customer_database,,verified_media,3,2023,8,5,92,35,16443266.6,disclosed,,,,13705012.79,5106123.93,,6359937.38,,,,,,,,,high
2023-0228-001,813664772.4,FR,42,,4135,False,ransomware,,suspected,11038.0,health,"SCADA,active_directory",226.84,sec_filing,1,2023,2,1,30,7,24301981.58,estimated,30527332.16,,,21093320.91,3180324.45,747572.08,27448409.81,,,,,,,,,high
2025-1124-001,141461813.25,ZA,52,,403,False,phishing,ddos,,62358.0,financial,customer_database,,gdpr_notification,1,2025,11,0,7,16,8800000.0,estimated,,,,10465317.57,2183250.86,613005.83,,,,,,,,,,high
2024-1026-001,40245118.3,US,71,31-33,167,False,apt,,suspected,43101.0,mixed,"backup_systems,payment_systems,SSO,manufacturing_OT",143.64,verified_media,4,2024,10,5,15,61,4400000.0,estimated,,,,3194170.02,343680.13,,,,,,,,,,,medium
2024-0929-001,100621190908.54,JP,44-45,,952504,True,ransomware,,,112301.0,financial,"email,SCADA,ERP,VPN",113.51,cybersecurity_firm,3,2024,9,6,31,36,11665249.09,disclosed,1109371.01,430379.27,FBI disclosure,11769398.43,2040453.42,,13251326.76,551.28,533.4,343745.0,S&P 500 Consumer Discretionary,21.666,False,271737769020.02,21.836,high
2024-0507-001,65335570.75,DE,52,,167,False,phishing,,,265756.0,IP,ERP,,gdpr_notification,1,2024,5,1,34,23,2509090.34,estimated,,,,878759.28,490909.64,1460968.29,845349.88,,,,,,,,,low
2025-0609-001,73120808.83,US,31-33,,438,False,malware,,,11455.0,financial,"VPN,SCADA,email,active_directory,customer_database",119.48,company_pr,1,2025,6,0,9,21,5225763.33,disclosed,,,,2390353.6,722376.59,,,,,,,,,,,medium
2023-0611-001,4334857599.03,DE,61,,42519,False,ransomware,,suspected,,,"HR_systems,active_directory,email,VPN,manufacturing_OT",49.0,company_pr,2,2023,6,6,33,2,199954731.35,calculated,4173572.56,1135587.45,blockchain analysis,69609059.88,41716268.94,,,,,,,,,,,critical
2023-0930-001,68163483.47,AU,62,,645,True,ransomware,,confirmed,61200.0,mixed,"email,backup_systems,HR_systems",,gdpr_notification,1,2023,9,5,4,24,1800000.0,calculated,5823436.36,3592973.93,congressional testimony,809499.38,181649.36,4667664.23,,,,,,,,,,medium
2023-1007-001,65560441.1,GB,62,,667,False,malware,supply_chain,,,,manufacturing_OT,215.08,cybersecurity_firm,3,2023,10,5,15,10,2037258.95,estimated,,,,1009866.05,532484.57,,1765177.8,,,,,,,,,low
2024-0320-002,63591810387.16,CL,51,,170756,True,apt,,confirmed,3108.0,credentials,"email,VPN",176.41,cybersecurity_firm,3,2024,3,2,95,34,1870730.97,calculated,,,,843708.87,161515.12,,762156.02,319.91,298.33,519711.0,S&P 500 Information Technology,-688.0,False,364011711773.08,29.235,low
2024-0530-001,3103118872.18,GB,62,31-33,31093,True,phishing,,suspected,3533.0,IP,"VPN,SCADA,ERP,file_servers",,sec_filing,1,2024,5,3,33,39,370057937.69,disclosed,,,,135276786.51,69680301.5,,361493808.08,24.98,24.69,62638794.0,S&P 500 Health Care,10.428,False,13716760261.86,34.335,critical
2025-0404-001,9405958488.3,US,51,54,26483,True,ransomware,,,2976493.0,PII,"HR_systems,CRM,VPN,email,ERP",15.86,verified_media,4,2025,4,4,3,48,9490670.48,estimated,1166748.88,,,8430384.41,2972259.41,,10565503.6,86.38,80.86,3787507.0,S&P 500 Information Technology,-14.222,True,61217083808.28,33.203,high
2023-0917-001,233124942.7,AT,44-45,,2809,True,ransomware,,,39580.0,PII,"HR_systems,email",1198.93,gdpr_notification,1,2023,9,6,90,40,28800000.0,calculated,28582886.91,11652668.51,company statement,14202400.41,7656257.57,2595251.84,23650412.8,12.91,12.71,2400893.0,S&P 500 Consumer Discretionary,-1.692,False,368181525.72,30.701,critical
2025-0622-001,36264651.62,SE,62,,238,False,malware,,probable,36477.0,financial,"email,HR_systems,backup_systems,active_directory,SCADA",7.36,cybersecurity_firm,3,2025,6,6,94,68,363246.45,calculated,,,,132799.52,41321.09,,322109.62,,,,,,,,,low
2021-0804-001,34348692144.96,IT,52,56,71320,False,supply_chain,,probable,,,active_directory,28.01,gdpr_notification,1,2021,8,2,60,14,86285394.02,estimated,,,,94402674.59,24953895.75,,68894581.73,,,,,,,,,critical
2021-1102-001,16673010962.01,JP,31-33,,121823,True,ddos,ransomware,probable,,,"CRM,HR_systems,customer_database,ERP,file_servers",,cybersecurity_firm,3,2021,11,1,4,8,2854950.12,disclosed,,,,2368715.39,410782.23,,,96.28,87.54,1267349.0,S&P 500 Industrials,7.374,False,35410709841.89,25.417,low
2023-0523-001,48578250641.23,CH,51,,121295,True,data_breach,supply_chain,,129096.0,credentials,customer_database,,sec_filing,1,2023,5,1,35,11,7388986.31,estimated,,,,7702209.94,1132955.52,,9151855.87,402.09,358.47,1392289.0,S&P 500 Information Technology,-18.541,False,205422710325.0,1.042,medium
2025-0802-001,88348930.43,US,72,,2195,False,malware,,suspected,1281368.0,mixed,"HR_systems,email,cloud_infrastructure",,company_pr,2,2025,8,5,63,14,786872.6,disclosed,,,,389342.93,136349.83,2646225.6,,,,,,,,,,low
2025-1122-001,289438961.47,NL,22,,1229,False,apt,,unknown,203375.0,PII,HR_systems,90.99,gdpr_notification,1,2025,11,5,90,37,4186642.24,calculated,,,,4303973.44,511882.7,827008.72,4585728.51,,,,,,,,,medium
2024-0517-001,43260517.84,CA,54,,313,True,data_breach,,probable,8569.0,mixed,"VPN,manufacturing_OT,active_directory,ERP,backup_systems",,gdpr_notification,1,2024,5,4,17,18,646965.12,estimated,,,,382218.49,214782.98,,711697.85,,,,,,,,,low
2021-0708-001,211664234.35,TW,62,22,2102,False,ransomware,supply_chain,,465789.0,health,"active_directory,SSO",46.27,cybersecurity_firm,3,2021,7,3,64,94,9364558.04,estimated,2342317.44,,,5176411.07,907664.7,,,,,,,,,,,medium
2025-0513-001,1841421837.32,NO,92,,14980,False,phishing,backdoor,unknown,23760.0,financial,"website,cloud_infrastructure",,company_pr,2,2025,5,1,12,40,22400000.0,estimated,,,,19991031.59,1426635.51,282174.34,13578845.46,,,,,,,,,high
2024-0628-001,5993346466.35,US,51,,13309,True,apt,malware,,5430.0,PII,"file_servers,SSO,HR_systems,VPN,website",,sec_filing,1,2024,6,4,34,47,8800000.0,estimated,,,,6657625.16,3006061.18,,3221497.19,37.23,34.82,1823152.0,S&P 500 Information Technology,-15.011,False,19202079203.94,35.786,high
2022-0316-001,350819979.7,GB,53,,808,True,ransomware,trojan,,599588.0,mixed,"customer_database,CRM,HR_systems,VPN,SSO",,sec_filing,1,2022,3,2,8,92,9000000.0,estimated,1927319.9,993761.68,company statement,4555832.95,1959004.37,,6684448.34,11.62,11.01,401850.0,S&P 500 Real Estate,-4.308,False,723428229.63,39.321,medium
2023-0808-001,64705218110.84,IE,51,,240295,True,phishing,,,30796.0,health,cloud_infrastructure,,verified_media,4,2023,8,1,11,61,330267632.49,estimated,,,,380458874.92,56495614.65,,,743.83,741.52,689537.0,S&P 500 Information Technology,26.798,False,427484413494.49,29.108,critical
2021-0126-001,86699528.19,IN,51,,203,False,malware,,probable,7731.0,mixed,"active_directory,file_servers",38.21,gdpr_notification,1,2021,1,1,3,97,12291849.93,estimated,,,,10879104.26,1121089.92,,6144534.72,,,,,,,,,high
2025-1114-001,274830055.3,FR,62,,1708,True,malware,,unknown,116203.0,mixed,"CRM,website,payment_systems",918.13,gdpr_notification,1,2025,11,4,64,54,41224508.3,disclosed,,,,20697832.0,9399035.06,,36479101.8,13.93,14.0,1112804.0,S&P 500 Health Care,2.277,False,1841991812.72,13.957,critical
2025-0702-001,26792083199.11,US,44-45,,227768,True,malware,,,19885.0,credentials,manufacturing_OT,,sec_filing,1,2025,7,2,1,14,2782118.01,estimated,,,,1763551.08,877773.26,50197.53,3140106.04,135.25,134.12,4613510.0,S&P 500 Consumer Discretionary,21.078,False,180328533176.18,1.269,low
2025-0109-001,1888435404.76,US,62,,13477,False,supply_chain,ransomware,unknown,,,"HR_systems,manufacturing_OT,cloud_infrastructure",47.74,company_pr,2,2025,1,3,6,9,390684.14,disclosed,,,,171899.71,89716.38,,,,,,,,,,,low
2021-0125-001,13099685464.18,CA,31-33,,87835,True,ransomware,,suspected,21985997.0,PII,"payment_systems,CRM,email,HR_systems",,cybersecurity_firm,3,2021,1,0,4,90,16415826.57,disclosed,407188.21,176909.34,company statement,7135765.55,1377223.2,,,,,,,,,,,high
2025-0101-001,271357909.97,US,71,,3019,False,trojan,,suspected,1946.0,IP,payment_systems,,company_pr,2,2025,1,2,31,11,90000.0,estimated,,,,77537.04,28901.89,,,,,,,,,,,low
2021-0724-001,4335140567.82,US,61,,50387,False,ransomware,,,48302.0,mixed,"website,email,customer_database,SCADA",321.61,company_pr,2,2021,7,5,7,12,8286185.73,disclosed,2247831.77,,,3209955.98,923319.86,3838812.71,3555762.35,,,,,,,,,medium
2023-0320-001,14394531572.24,IL,52,,41522,True,apt,,,152900.0,financial,active_directory,34.4,verified_media,3,2023,3,0,94,21,121288632.06,estimated,,,,101423252.88,32416344.66,1154541.63,156924525.76,,,,,,,,,critical
2024-1224-002,142160459.57,AT,56,,1915,True,phishing,,,,,"ERP,HR_systems,customer_database,manufacturing_OT,website",,sec_filing,1,2024,12,1,90,23,758655.34,estimated,,,,356338.03,59864.24,,651818.7,8.71,8.66,505451.0,S&P 500,-17.018,False,1130763114.12,16.204,low
2025-0415-001,85108336.47,US,72,,1364,False,phishing,,,,,"customer_database,active_directory,cloud_infrastructure,ERP",,gdpr_notification,1,2025,4,1,10,15,10213000.38,disclosed,,,,11315395.23,1923373.33,,,,,,,,,,,high
2024-0726-001,718707552.28,GB,31-33,,2929,False,supply_chain,,probable,,,"manufacturing_OT,ERP,HR_systems,payment_systems,website",87.19,company_pr,2,2024,7,4,183,15,9330803.97,estimated,,,,4295674.21,2357587.0,,,,,,,,,,,medium
2023-0716-001,4645749125.87,US,54,,32661,False,data_breach,apt,,189812.0,financial,"HR_systems,backup_systems,email,cloud_infrastructure",,cybersecurity_firm,3,2023,7,6,64,69,6891690.45,estimated,,,,5535646.78,1762034.19,,4085117.27,,,,,,,,,medium
2022-0730-001,64314935.04,TH,62,,374,False,apt,,,23364.0,PII,"manufacturing_OT,email,payment_systems,VPN,file_servers",103.62,cybersecurity_firm,3,2022,7,5,16,53,1767356.78,estimated,,,,1388544.31,382921.44,,,,,,,,,,,low
2024-0830-001,51720292.57,US,62,,358,False,malware,,probable,65421.0,PII,"VPN,HR_systems,active_directory,ERP",359.45,cybersecurity_firm,3,2024,8,4,12,98,7758043.89,estimated,,,,3458504.41,2431805.88,,6353468.49,,,,,,,,,medium
2025-0725-001,35664152045.95,GB,31-33,,146628,True,malware,,suspected,60300.0,health,"VPN,customer_database,SSO,backup_systems",7.09,gdpr_notification,1,2025,7,4,62,7,13000000.0,estimated,,,,4857477.28,1185001.55,471534.6,,455.43,442.24,1644304.0,S&P 500 Industrials,-11.452,True,129460739742.44,21.047,high
2024-1122-001,73888629.89,GB,51,,131,False,phishing,,,25429.0,financial,"ERP,SSO,VPN",,verified_media,4,2024,11,4,2,34,2806945.1,disclosed,,,,3207510.7,572319.14,,,,,,,,,,,medium
2024-0728-001,15913743942.25,SG,92,,116861,False,data_breach,,suspected,,,"website,payment_systems,SSO,active_directory",,company_pr,2,2024,7,6,12,12,7504096.74,disclosed,,,,8369534.9,2249713.91,,3581170.04,,,,,,,,,high
2024-1025-001,544784971.3,HK,51,,1146,False,data_breach,,,176494.0,health,SSO,,cybersecurity_firm,3,2024,10,4,8,35,955952.98,estimated,,,,544246.81,324685.49,,,,,,,,,,,low
2025-0925-001,71797826947.64,US,44-45,,403559,True,data_breach,,probable,100826.0,IP,"ERP,payment_systems,file_servers,SCADA,email",,sec_filing,1,2025,9,3,184,5,11984180.02,calculated,,,,13567895.42,2703155.66,1652205.03,,641.29,616.32,1498114.0,S&P 500 Consumer Discretionary,-7.943,False,254772381493.2,13.638,high
2023-1001-001,1808819785.43,US,31-33,,9228,False,trojan,backdoor,,1745863.0,PII,"cloud_infrastructure,website,active_directory,VPN,customer_database",,verified_media,4,2023,10,6,64,45,1491500.9,disclosed,,,,912866.59,467087.7,299734.11,,,,,,,,,,low
2025-0601-001,5283759405.23,US,31-33,,31919,True,ransomware,,confirmed,,,"HR_systems,website,file_servers",42.38,verified_media,4,2025,6,6,1,18,7141290.42,calculated,584745.37,125161.84,court filing,5838857.83,453265.42,,7093994.09,35.62,35.47,2967140.0,S&P 500 Industrials,28.046,False,35608769165.95,38.796,medium
2025-0118-001,12026456785.13,CH,21,,31936,True,apt,,suspected,,,"website,active_directory",51.81,gdpr_notification,1,2025,1,5,8,38,8800000.0,disclosed,,,,3961521.28,544330.76,,,102.57,94.8,312330.0,S&P 500 Energy,21.943,False,55774950740.78,28.484,medium
2021-0719-001,190618846.06,FR,51,62,332,True,trojan,,,93300.0,mixed,cloud_infrastructure,,verified_media,3,2021,7,0,15,7,347127.22,estimated,,,,367369.27,109341.8,,401375.23,8.61,8.27,16928414.0,S&P 500 Information Technology,-4.017,False,1193520713.71,3.407,low
2025-0921-001,170306515.44,US,51,44-45,512,False,apt,,probable,104844.0,health,"email,cloud_infrastructure,payment_systems,SCADA,CRM",47.69,company_pr,2,2025,9,6,31,13,2200000.0,estimated,,,,1116313.23,466619.41,,2354022.35,,,,,,,,,low
2023-0521-002,32564940988.47,US,52,,72577,True,ransomware,,,5970337.0,credentials,"backup_systems,file_servers,email",,sec_filing,1,2023,5,6,15,45,47500028.57,calculated,467900.99,,,49322128.77,4353810.6,,,408.57,387.18,9677544.0,S&P 500 Financials,2.714,False,254686021285.16,25.451,critical
2024-0505-001,1799515221.63,US,31-33,,6072,True,ddos,,,,,"file_servers,manufacturing_OT,customer_database",216.81,sec_filing,1,2024,5,6,180,68,1724958.06,estimated,,,,957429.69,547107.07,,1197523.73,24.13,24.36,22461529.0,S&P 500 Industrials,-863.0,False,6145857483.06,14.784,low
2023-1009-002,329361213.33,US,62,44-45,1784,False,ransomware,,,321127.0,mixed,"email,payment_systems",71.19,company_pr,2,2023,10,0,4,70,30015596.36,disclosed,3798737.69,,,19114986.33,5982935.2,,,,,,,,,,,critical
